bioguide_id,full_name,aipac_direct_amount_2022,aipac_earmark_amount_2022,aipac_ie_support_2022,aipac_ie_against_opp_2022,aipac_ie_total_2022,aipac_total_2022,dmfi_direct_2022,dmfi_earmark_2022,dmfi_ie_support_2022,dmfi_ie_against_opp_2022,dmfi_ie_total_2022,dmfi_total_2022,aipac_supported_2022,dmfi_supported_2022
G000597,"Garbarino, Andrew R.",10000.0,12850.0,0.0,0.0,0.0,22850.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0
G000598,"Garcia, Robert",7900.0,58800.0,0.0,515088.43,515088.43,581788.4299999999,2000.0,0.0,0.0,65680.0,65680.0,67680.0,1,1
G000599,"Goldman, Daniel S.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
G000600,"Perez, Marie Gluesenkamp",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
G000601,"Goldman, Craig A.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
G000602,"Gillen, Laura",0.0,0.0,0.0,0.0,0.0,0.0,2000.0,0.0,3050.0,0.0,3050.0,5050.0,0,1
G000603,"Gill, Brandon",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
G000604,"Goodlander, Maggie",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
G000605,"Gray, Adam",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
H000273,"Hickenlooper, John W.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
H000601,"Hagerty, Bill",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
H000874,"Hoyer, Steny H.",4200.0,160413.0,0.0,0.0,0.0,164613.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0
H001042,"Hirono, Mazie K.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
H001046,"Heinrich, Martin",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
H001047,"Himes, James A.",7900.0,31400.0,0.0,0.0,0.0,39300.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0
H001052,"Harris, Andy",7900.0,15250.0,0.0,0.0,0.0,23150.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0
H001058,"Huizenga, Bill",10000.0,0.0,0.0,0.0,0.0,10000.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0
H001061,"Hoeven, John",7900.0,124000.0,0.0,0.0,0.0,131900.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0
H001066,"Horsford, Steven",7900.0,8000.0,0.0,0.0,0.0,15900.0,2000.0,0.0,0.0,0.0,0.0,2000.0,1,1
H001067,"Hudson, Richard",5000.0,12900.0,0.0,0.0,0.0,17900.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0
H001068,"Huffman, Jared",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
H001072,"Hill, J. French",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
H001076,"Hassan, Margaret Wood",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
H001077,"Higgins, Clay",10000.0,0.0,0.0,0.0,0.0,10000.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0
H001079,"Hyde-Smith, Cindy",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
H001081,"Hayes, Jahana",2900.0,12000.0,0.0,0.0,0.0,14900.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0
H001082,"Hern, Kevin",10000.0,0.0,0.0,0.0,0.0,10000.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0
H001085,"Houlahan, Chrissy",2100.0,12700.0,0.0,0.0,0.0,14800.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0
H001086,"Harshbarger, Diana",10000.0,0.0,0.0,0.0,0.0,10000.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0
H001089,"Hawley, Josh",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
H001090,"Harder, Josh",7900.0,27950.0,0.0,0.0,0.0,35850.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0
H001091,"Hinson, Ashley",7900.0,0.0,0.0,0.0,0.0,7900.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0
H001093,"Houchin, Erin",5000.0,3900.0,0.0,0.0,0.0,8900.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0
H001094,"Hoyle, Val T.",0.0,12990.0,0.0,0.0,0.0,12990.0,2000.0,0.0,0.0,0.0,0.0,2000.0,1,1
H001095,"Hunt, Wesley",5000.0,20350.0,0.0,0.0,0.0,25350.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0
H001096,"Hageman, Harriet M.",5000.0,0.0,0.0,0.0,0.0,5000.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0
H001098,"Hamadeh, Abraham J.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
H001099,"Haridopolos, Mike",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
H001100,"Hurd, Jeff",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
H001101,"Harrigan, Pat",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
H001102,"Harris, Mark",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
H001103,"Hernández, Pablo Jose",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
H001104,"Husted, Jon",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
I000056,"Issa, Darrell",7900.0,21800.0,0.0,0.0,0.0,29700.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0
I000058,"Ivey, Glenn",10000.0,710915.0,1734184.42,4258735.79,5992920.21,6713835.21,2000.0,0.0,426937.0,0.0,426937.0,428937.0,1,1
J000288,"Johnson, Henry C. ""Hank""",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
J000289,"Jordan, Jim",7900.0,0.0,0.0,0.0,0.0,7900.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0
J000293,"Johnson, Ron",10000.0,-1550.0,0.0,0.0,0.0,8450.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0
J000294,"Jeffries, Hakeem S.",4200.0,62790.0,0.0,0.0,0.0,66990.0,3000.0,0.0,0.0,0.0,0.0,3000.0,1,1
J000295,"Joyce, David P.",5000.0,2900.0,0.0,0.0,0.0,7900.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0
J000298,"Jayapal, Pramila",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
J000299,"Johnson, Mike",10000.0,15000.0,0.0,0.0,0.0,25000.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0
J000301,"Johnson, Dusty",7900.0,0.0,0.0,0.0,0.0,7900.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0
J000302,"Joyce, John",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
J000304,"Jackson, Ronny",5000.0,0.0,0.0,0.0,0.0,5000.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0
J000305,"Jacobs, Sara",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
J000307,"James, John",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
J000309,"Jackson, Jonathan L.",10000.0,0.0,0.0,0.0,0.0,10000.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0
J000310,"Johnson, Julie",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
J000311,"Jack, Brian",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
J000312,"Justice, James C.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
K000009,"Kaptur, Marcy",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
K000367,"Klobuchar, Amy",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
K000375,"Keating, William R.",10000.0,0.0,0.0,0.0,0.0,10000.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0
K000376,"Kelly, Mike",7900.0,2000.0,0.0,0.0,0.0,9900.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0
K000377,"Kelly, Mark",5000.0,0.0,0.0,0.0,0.0,5000.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0
K000383,"King, Angus S., Jr.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
K000384,"Kaine, Tim",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
K000385,"Kelly, Robin L.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
K000388,"Kelly, Trent",7900.0,0.0,0.0,0.0,0.0,7900.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0
K000389,"Khanna, Ro",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
K000391,"Krishnamoorthi, Raja",7900.0,0.0,0.0,0.0,0.0,7900.0,2000.0,0.0,0.0,0.0,0.0,2000.0,1,1
K000392,"Kustoff, David",10000.0,0.0,0.0,0.0,0.0,10000.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0
K000393,"Kennedy, John",4200.0,15600.0,0.0,0.0,0.0,19800.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0
K000394,"Kim, Andy",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
K000397,"Kim, Young",7900.0,38899.0,0.0,0.0,0.0,46799.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0
K000398,"Kean, Thomas H.",5000.0,0.0,0.0,0.0,0.0,5000.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0
K000399,"Kiggans, Jennifer A.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
K000400,"Kamlager-Dove, Sydney",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
K000401,"Kiley, Kevin",0.0,13500.0,0.0,0.0,0.0,13500.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0
K000402,"Kennedy, Timothy M.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
K000403,"Kennedy, Mike",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
K000404,"King-Hinds, Kimberlyn",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
K000405,"Knott, Brad",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
L000273,"Leger Fernandez, Teresa",7900.0,0.0,0.0,0.0,0.0,7900.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0
L000397,"Lofgren, Zoe",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
L000491,"Lucas, Frank D.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
L000557,"Larson, John B.",7900.0,0.0,0.0,0.0,0.0,7900.0,2000.0,0.0,0.0,0.0,0.0,2000.0,1,1
L000560,"Larsen, Rick",10000.0,16300.0,0.0,0.0,0.0,26300.0,2000.0,0.0,0.0,0.0,0.0,2000.0,1,1
L000562,"Lynch, Stephen F.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
L000566,"Latta, Robert E.",7900.0,16100.0,0.0,0.0,0.0,24000.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0
L000570,"Luján, Ben Ray",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
L000571,"Lummis, Cynthia M.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
L000575,"Lankford, James",4200.0,0.0,0.0,0.0,0.0,4200.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0
L000577,"Lee, Mike",10000.0,0.0,0.0,0.0,0.0,10000.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0
L000578,"LaMalfa, Doug",7900.0,0.0,0.0,0.0,0.0,7900.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0
L000582,"Lieu, Ted",7900.0,0.0,0.0,0.0,0.0,7900.0,2000.0,0.0,0.0,0.0,0.0,2000.0,1,1
L000583,"Loudermilk, Barry",7900.0,10000.0,0.0,0.0,0.0,17900.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0
L000585,"LaHood, Darin",10000.0,15500.0,0.0,0.0,0.0,25500.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0
L000590,"Lee, Susie",7900.0,0.0,0.0,0.0,0.0,7900.0,2000.0,0.0,0.0,0.0,0.0,2000.0,1,1
L000593,"Levin, Mike",7900.0,14650.0,0.0,0.0,0.0,22550.0,2000.0,0.0,0.0,0.0,0.0,2000.0,1,1
L000595,"Letlow, Julia",10000.0,0.0,0.0,0.0,0.0,10000.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0
L000596,"Luna, Anna Paulina",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
L000597,"Lee, Laurel M.",5000.0,0.0,0.0,0.0,0.0,5000.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0
L000598,"LaLota, Nick",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
L000599,"Lawler, Michael",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
L000600,"Langworthy, Nicholas A.",10000.0,9500.0,0.0,0.0,0.0,19500.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0
L000601,"Landsman, Greg",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
L000602,"Lee, Summer L.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
L000603,"Luttrell, Morgan",5000.0,0.0,0.0,0.0,0.0,5000.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0
L000606,"Latimer, George",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
L000607,"Liccardo, Sam T.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
M000133,"Markey, Edward J.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
M000194,"Mace, Nancy",7900.0,15535.0,0.0,0.0,0.0,23435.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0
M000312,"McGovern, James P.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
M000317,"Malliotakis, Nicole",4200.0,0.0,0.0,0.0,0.0,4200.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0
M000355,"McConnell, Mitch",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
M000687,"Mfume, Kweisi",10000.0,0.0,0.0,0.0,0.0,10000.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0
M000871,"Mann, Tracey",10000.0,14250.0,0.0,0.0,0.0,24250.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0
M000934,"Moran, Jerry",10000.0,86300.0,0.0,0.0,0.0,96300.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0
M001111,"Murray, Patty",4200.0,119450.0,0.0,0.0,0.0,123650.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0
M001136,"McClain, Lisa C.",10000.0,0.0,0.0,0.0,0.0,10000.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0
M001137,"Meeks, Gregory W.",10000.0,42550.0,0.0,0.0,0.0,52550.0,2000.0,0.0,0.0,0.0,0.0,2000.0,1,1
M001143,"McCollum, Betty",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
M001153,"Murkowski, Lisa",10000.0,49500.0,0.0,0.0,0.0,59500.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0
M001157,"McCaul, Michael T.",7900.0,0.0,0.0,0.0,0.0,7900.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0
M001160,"Moore, Gwen",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
M001163,"Matsui, Doris O.",7900.0,0.0,0.0,0.0,0.0,7900.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0
M001169,"Murphy, Christopher",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
M001176,"Merkley, Jeff",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
M001177,"McClintock, Tom",7900.0,4500.0,0.0,0.0,0.0,12400.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0
M001184,"Massie, Thomas",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
M001188,"Meng, Grace",4200.0,29850.0,0.0,0.0,0.0,34050.0,2000.0,0.0,0.0,0.0,0.0,2000.0,1,1
M001190,"Mullin, Markwayne",0.0,89000.0,0.0,0.0,0.0,89000.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0
M001194,"Moolenaar, John R.",10000.0,0.0,0.0,0.0,0.0,10000.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0
M001196,"Moulton, Seth",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
M001198,"Marshall, Roger",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
M001199,"Mast, Brian J.",10000.0,91843.0,0.0,0.0,0.0,101843.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0
M001204,"Meuser, Daniel",5000.0,0.0,0.0,0.0,0.0,5000.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0
M001205,"Miller, Carol D.",7100.0,0.0,0.0,0.0,0.0,7100.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0
M001206,"Morelle, Joseph D.",10000.0,37725.0,0.0,0.0,0.0,47725.0,2000.0,0.0,0.0,0.0,0.0,2000.0,1,1
M001208,"McBath, Lucy",7900.0,0.0,0.0,0.0,0.0,7900.0,2000.0,0.0,0.0,0.0,0.0,2000.0,1,1
M001210,"Murphy, Gregory F.",7900.0,15000.0,0.0,0.0,0.0,22900.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0
M001211,"Miller, Mary E.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
M001212,"Moore, Barry",7900.0,0.0,0.0,0.0,0.0,7900.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0
M001213,"Moore, Blake D.",10000.0,23550.0,0.0,0.0,0.0,33550.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0
M001214,"Mrvan, Frank J.",7900.0,1150.0,0.0,0.0,0.0,9050.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0
M001215,"Miller-Meeks, Mariannette",7900.0,0.0,0.0,0.0,0.0,7900.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0
M001216,"Mills, Cory",5000.0,0.0,0.0,0.0,0.0,5000.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0
M001217,"Moskowitz, Jared",10000.0,18900.0,0.0,0.0,0.0,28900.0,2000.0,0.0,0.0,0.0,0.0,2000.0,1,1
M001218,"McCormick, Richard",10000.0,0.0,0.0,0.0,0.0,10000.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0
M001219,"Moylan, James C.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
M001220,"McGarvey, Morgan",7900.0,9800.0,0.0,0.0,0.0,17700.0,2000.0,0.0,52141.0,0.0,52141.0,54141.0,1,1
M001222,"Miller, Max L.",5000.0,5800.0,0.0,0.0,0.0,10800.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0
M001223,"Magaziner, Seth",5000.0,0.0,0.0,0.0,0.0,5000.0,2000.0,0.0,0.0,0.0,0.0,2000.0,1,1
M001224,"Moran, Nathaniel",5000.0,15500.0,0.0,0.0,0.0,20500.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0
M001225,"Mullin, Kevin",7900.0,0.0,588768.26,0.0,588768.26,596668.26,2000.0,0.0,12500.0,12500.0,25000.0,27000.0,1,1
M001226,"Menendez, Robert",7900.0,42000.0,0.0,0.0,0.0,49900.0,2000.0,0.0,0.0,0.0,0.0,2000.0,1,1
M001227,"McClellan, Jennifer L.",5000.0,0.0,0.0,0.0,0.0,5000.0,2500.0,0.0,0.0,0.0,0.0,2500.0,1,1
M001228,"Maloy, Celeste",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
M001229,"McIver, LaMonica",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
M001230,"Mackenzie, Ryan",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
M001231,"Mannion, John W.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
M001232,"McClain Delaney, April",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
M001233,"Messmer, Mark B.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
M001234,"Morrison, Kelly",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
M001235,"Moore, Riley M.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
M001236,"Moore, Tim",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
M001237,"McDonald Rivet, Kristen",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
M001238,"McBride, Sarah",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
M001239,"McGuire, John J.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
M001240,"McDowell, Addison P.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
M001241,"Min, Dave",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
M001242,"Moreno, Bernie",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
M001243,"McCormick, David",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
M001244,"Moody, Ashley",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
N000002,"Nadler, Jerrold",7900.0,0.0,0.0,0.0,0.0,7900.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0
N000015,"Neal, Richard E.",10000.0,36800.0,0.0,0.0,0.0,46800.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0
N000026,"Nehls, Troy E.",2100.0,0.0,0.0,0.0,0.0,2100.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0
N000147,"Norton, Eleanor Holmes",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
N000188,"Norcross, Donald",7900.0,34330.0,0.0,0.0,0.0,42230.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0
N000189,"Newhouse, Dan",10000.0,15250.0,0.0,0.0,0.0,25250.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0
N000190,"Norman, Ralph",7900.0,0.0,0.0,0.0,0.0,7900.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0
N000191,"Neguse, Joe",4200.0,17500.0,0.0,0.0,0.0,21700.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0
N000193,"Nunn, Zachary",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
O000019,"Obernolte, Jay",7900.0,0.0,0.0,0.0,0.0,7900.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0
O000086,"Owens, Burgess",10000.0,14750.0,0.0,0.0,0.0,24750.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0
O000172,"Ocasio-Cortez, Alexandria",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
O000173,"Omar, Ilhan",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
O000174,"Ossoff, Jon",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,102267.0,0.0,102267.0,102267.0,0,1
O000175,"Ogles, Andrew",10000.0,0.0,0.0,0.0,0.0,10000.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0
O000176,"Olszewski, Johnny",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
O000177,"Onder, Robert F.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
P000034,"Pallone, Frank",7900.0,0.0,0.0,0.0,0.0,7900.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0
P000048,"Pfluger, August",2100.0,28050.0,0.0,0.0,0.0,30150.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0
P000145,"Padilla, Alex",5000.0,0.0,0.0,0.0,0.0,5000.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0
P000197,"Pelosi, Nancy",7900.0,0.0,0.0,0.0,0.0,7900.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0
P000595,"Peters, Gary C.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
P000597,"Pingree, Chellie",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
P000603,"Paul, Rand",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
